unified_id,question_text,validity,source_types,n_instances,n_candidate,n_compiled_report,n_study_bank,instance_ids,source_authors,companies_stated,companies_bank_tag,company_pairs,named_concepts,named_tools,merge_kind,n_wordings
UQ-1357,"The interview itself is ""time-limit, about 50 minutes or so, during a 60 min interview round""; the prompt is for the candidate to ""rapidly build a working prototype.",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--037,landedjobs,,,,,,exact,1
UQ-1358,"The note should be ready before the clinician leaves the room. Build me the latency budget, and tell me where the money goes.",study bank,study bank,1,0,0,1,OMB-0551,ombharatiya,,Abridge,Abridge:bank_tag,,,exact,1
UQ-1359,"The recruiter screen says ""this is the first interview which allows AI to be used during the interview process.",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--065,landedjobs,,,,,,exact,1
UQ-1360,"The system prompt says one thing, the user asks for another, and a retrieved document says a third. How do you design conflict resolution?",study bank,study bank,1,0,0,1,OMB-0153,ombharatiya,,,,,,exact,1
UQ-1361,"The take-home is ""intentionally open-ended"" and ""deep platform knowledge and a clean, well-reasoned submission matter more than any other part of the process.",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--052,landedjobs,,,,,,exact,1
UQ-1362,"The weirdest part was the final round: they dropped me into a Google Colab notebook with maybe 20 to 30 lines of skeleton Python and asked me to debug an actual LLM inference step"" — and was ""explicitly told not to use an LLM."" Preceded by a 15-minute ""open-ended alignment brainstorm"". Other rounds: ""database-style CodeSignal rounds designed to test raw coding implementation speed.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-009,landedjobs,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1363,There is no single correct output for an utterance. How do you evaluate speech quality at scale?,study bank,study bank,1,0,0,1,OMB-0667,ombharatiya,,ElevenLabs,ElevenLabs:bank_tag,,,exact,1
UQ-1364,"There's a line of work claiming in-context learning is implicit gradient descent. What's the claim, what's the evidence, and does it change what you do?",study bank,study bank,1,0,0,1,OMB-0105,ombharatiya,,,,,,exact,1
UQ-1365,"This question evaluates algorithmic and systems engineering skills related to batch image processing, parallelization, I/O versus CPU trade-offs, and deterministic output association within the Coding & Algorithms domain.",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-032,landedjobs,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1366,"This repo contains a version of Anthropic's original performance take-home, before Claude Opus 4.5 started doing better than humans given only 2 hours."" The README adds: ""If you optimize below 1487 cycles, beating Claude Opus 4.5's best performance at launch, email us at performance-recruiting@anthropic.com with your code (and ideally a resume) so we can be appropriately impressed and perhaps discuss interviewing."" A previous iteration provided starter code that achieved ""18532 cycles (7.97x fas",compiled report,compiled report,1,0,1,0,LANDED2-CODING-AND-S-031,landedjobs,,Anthropic,Anthropic:bank_tag,,Claude,exact,1
UQ-1367,Threshold selection under shifting prevalence; calibration with Platt vs isotonic; cost-sensitive learning.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-005-F1,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1368,Time-to-first-token for your on-device feature is 1.8 s. Walk me through diagnosing and fixing it.,study bank,study bank,1,0,0,1,OMB-0587,ombharatiya,,Apple,Apple:bank_tag,,,exact,1
UQ-1369,Tool calling via a Python script hitting an API takes 10ms. The same call made by the LLM takes 310ms. Why?,candidate,candidate,1,1,0,0,SIT-MAYANK-01,MayankPuvvala,,,,tool calling,,exact,1
UQ-1370,Traffic doubles overnight and you can't get more GPU capacity for a week. What are your graceful-degradation options?,study bank,study bank,1,0,0,1,OMB-0411,ombharatiya,,,,,,exact,1
UQ-1371,"Training pipeline, eval harness, ranking — ML System Design round",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--056,landedjobs,,,,,,exact,1
UQ-1372,"transformers` famously repeats code - each model gets its own self-contained modeling file instead of shared abstractions. Defend that decision, then critique it.",study bank,study bank,1,0,0,1,OMB-0735,ombharatiya,,Hugging Face,Hugging Face:bank_tag,,,exact,1
UQ-1373,Treatment is positive overall but you suspect harm on low-end devices - how do you detect a harmful subgroup without p-hacking?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-026-F4,landedjobs,,,,,,exact,1
UQ-1374,"Trust & safety domain funnel in SQL with retention, plus a Python question on pandas dataframe transformation for CTR.",compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-048,landedjobs,,,,,,exact,1
UQ-1375,"Two days before a release decision, simulation shows a 15% increase in hard-braking events in one scenario cluster. Walk me through what you do.",study bank,study bank,1,0,0,1,OMB-0914,ombharatiya,,Waymo,Waymo:bank_tag,,,exact,1
UQ-1376,"Two partners at the same firm are on opposite sides of a deal. Design the data isolation for that, on top of normal multi-tenancy.",study bank,study bank,1,0,0,1,OMB-0726,ombharatiya,,Harvey,Harvey:bank_tag,,,exact,1
UQ-1377,"Two-part coding warm-up: given a stream of user actions, return the k most engaged-with items. Then: why might your heap solution be the wrong choice in production?",study bank,study bank,1,0,0,1,OMB-0748,ombharatiya,,Meta,Meta:bank_tag,,,exact,1
UQ-1378,"Two-part warm-up: given a stream of user actions, return the k most engaged-with items. Then: why might your heap solution be the wrong choice in production?",study bank,study bank,1,0,0,1,PALLAVI-0305,pallavi-shekhar,,"Meta (Superintelligence Labs, FAIR, Llama)","Meta (Superintelligence Labs, FAIR, Llama):bank_tag",,,exact,1
UQ-1379,Type I/II errors and power; why a 0.049 result doesn't replicate on re-running the experiment; multiple-testing correction.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-027-F1,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1380,Users complain that characters drift out of persona after a long session. Diagnose it.,study bank,study bank,1,0,0,1,OMB-0596,ombharatiya,,Character.AI,Character.AI:bank_tag,,,exact,1
UQ-1381,Users report the assistant confidently cites an outdated policy that was revised last month. What production gap does this reveal?,compiled report,compiled report,1,0,1,0,LANDED-Q-SYSTEM-DESIGN-02,landedjobs,,,,,,exact,1
UQ-1382,"Validate a nested JSON configuration against a predefined schema, handling nested structures and various data types.",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--042,landedjobs,,,,,,exact,1
UQ-1383,Vectorize; edge cases; why im2col works.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-018-F1,landedjobs,,Microsoft,Microsoft:bank_tag,,,exact,1
UQ-1384,"vLLM, SGLang, TensorRT-LLM, TGI, llama.cpp/Ollama - how do you choose a serving stack?",study bank,study bank,1,0,0,1,OMB-0393,ombharatiya,,,,,vLLM|TensorRT|Ollama,exact,1
UQ-1385,Walk me from RNNs to LSTMs to transformers. Why did attention win?,study bank,study bank,1,0,0,1,OMB-0013,ombharatiya,,,,attention,,exact,1
UQ-1386,Walk me through a project you owned end to end. (The project deep dive - how to actually do well at it.),study bank,study bank,1,0,0,1,OMB-0575,ombharatiya,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1387,Walk me through a project you owned end to end. What were the key technical decisions?,study bank,study bank,1,0,0,1,PALLAVI-0255,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1388,"Walk me through actually collecting preference data. What are the logistics, and where does it go wrong?",study bank,study bank,1,0,0,1,OMB-0242,ombharatiya,,,,,,exact,1
UQ-1389,"Walk me through an example where you chose product over model.""?",study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--040-F1,landedjobs,,,,,,exact,1
UQ-1390,Walk me through an LLM feature you shipped end to end.,study bank,study bank,1,0,0,1,OMB-0505,ombharatiya,,,,,,exact,1
UQ-1391,Walk me through an MCP handshake between a Claude client and a Postgres MCP server.,compiled report,compiled report,1,0,1,0,LANDED-Q-AGENTS-09,landedjobs,,,,,MCP|Claude|PostgreSQL,exact,1
UQ-1392,Walk me through continuous batching in an LLM inference server. Why does it beat static batching?,study bank,study bank,1,0,0,1,OMB-0919,ombharatiya,,xAI,xAI:bank_tag,continuous batching,,exact,1
UQ-1393,"Walk me through every stage of a production RAG pipeline, from raw documents to a cited answer.",study bank,study bank,1,0,0,1,OMB-0158,ombharatiya,,,,RAG,,exact,1
UQ-1394,Walk me through how a modern VLM gets an image into an LLM.,study bank,study bank,1,0,0,1,OMB-0470,ombharatiya,,,,,,exact,1
UQ-1395,Walk me through how you would threat-model a new agent before it ships.,study bank,study bank,1,0,0,1,OMB-0451,ombharatiya,,,,,,exact,1
UQ-1396,Walk me through how you'd diagnose high latency in an LLM inference pipeline.,compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--022,landedjobs,,,,,,exact,1
UQ-1397,"Walk me through hybrid retrieval - keyword, vector, and reranking. When does each stage earn its cost?",study bank,study bank,1,0,0,1,OMB-0761,ombharatiya,,Microsoft,Microsoft:bank_tag,hybrid search|reranking,,exact,1
UQ-1398,Walk me through matrix manipulations relevant to LLM architectures.,study bank,study bank,1,0,0,1,PALLAVI-0236,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1399,"Walk me through RLHF end to end: reward model, policy optimisation, KL penalty.",study bank,study bank,1,0,0,1,PALLAVI-0118,pallavi-shekhar,,,,RLHF,,exact,1
UQ-1400,"Walk me through streaming TTS. How do you chunk input text, and how do you size the jitter buffer?",study bank,study bank,1,0,0,1,OMB-0665,ombharatiya,,ElevenLabs,ElevenLabs:bank_tag,chunking,,exact,1
UQ-1401,Walk me through the BPE training algorithm step by step.,study bank,study bank,1,0,0,1,OMB-0069,ombharatiya,,,,,,exact,1
UQ-1402,Walk me through the classic RLHF pipeline end to end.,study bank,study bank,1,0,0,1,OMB-0220,ombharatiya,,,,RLHF,,exact,1
UQ-1403,"Walk me through the compounding-error math for agents, and what it implies for design.",study bank,study bank,1,0,0,1,OMB-0300,ombharatiya,,,,,,exact,1
UQ-1404,Walk me through the core agent loop. What are the components and stop conditions?,study bank,study bank,1,0,0,1,OMB-0264,ombharatiya,,,,,,exact,1
UQ-1405,Walk me through the most technically challenging project you've owned end-to-end.,compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--055,landedjobs,,,,,,exact,1
UQ-1406,Walk me through the OWASP Top 10 for LLM applications and which ones actually bite in practice.,study bank,study bank,1,0,0,1,PALLAVI-0162,pallavi-shekhar,,,,,,exact,1
UQ-1407,Walk me through the OWASP Top 10 for LLM Applications. Which matter most for an agent?,study bank,study bank,1,0,0,1,OMB-0426,ombharatiya,,,,,,exact,1
UQ-1408,Walk me through the taxonomy of evaluation methods for LLM systems and when you'd use each.,study bank,study bank,1,0,0,1,OMB-0323,ombharatiya,,,,,,exact,1
UQ-1409,"Walk me through train/validation/test splits. When do you use cross-validation, and when is it a bad idea?",study bank,study bank,1,0,0,1,OMB-0005,ombharatiya,,,,,,exact,1
UQ-1410,"Walk me through training a reasoning model with RLVR. Why GRPO instead of PPO, and what breaks in practice?",study bank,study bank,1,0,0,1,OMB-0104,ombharatiya,,,,GRPO,,exact,1
UQ-1411,Walk me through what happens inside a single transformer decoder block.,study bank,study bank,1,0,0,1,OMB-0052,ombharatiya,,,,,,exact,1
UQ-1412,Walk me through what happens inside the server when an LLM processes a request. Why are prefill and decode bottlenecked differently?,study bank,study bank,1,0,0,1,OMB-0372,ombharatiya,,,,prefill/decode,,exact,1
UQ-1413,"Walk me through what happens, tensor by tensor, in one forward pass of a decoder-only transformer.",study bank,study bank,1,0,0,1,PALLAVI-0037,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1414,Walk me through why scaled dot-product attention divides by sqrt(d_k). What would happen during training if you removed that scaling factor?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-001,landedjobs,,OpenAI,OpenAI:bank_tag,attention,,exact,1
UQ-1415,Walk me through your favorite paper,compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--004,landedjobs,,,,,,exact,1
UQ-1416,Walk me through your most important research contribution,compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--054,landedjobs,,,,,,exact,1
UQ-1417,Walk me through your process for systematically improving a prompt that's underperforming.,study bank,study bank,1,0,0,1,OMB-0132,ombharatiya,,,,,,exact,1
UQ-1418,Walk through a project you are most proud of.,compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-013,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1419,Walk through a RAG pipeline you have built.,candidate,candidate,1,1,0,0,SIT-BHANU-02,Bhanupratap241,,,,RAG,,exact,1
UQ-1420,Walk through how you would fine-tune a pre-trained language model for a Microsoft product feature.,compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-021,landedjobs,,Microsoft,Microsoft:bank_tag,fine-tuning,,exact,1
UQ-1421,Walk through how you would set up a reliable webhook integration with a client system that frequently goes offline.,compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--021,landedjobs,,,,,,exact,1
UQ-1422,Walk through knowledge distillation. How would you distill a 70B teacher into a 7B student for a domain-specific chatbot?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-016,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1423,Walk through the algorithmic lineage from PPO to DPO to GRPO. What changed and why?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-018,landedjobs,,OpenAI,OpenAI:bank_tag,DPO|GRPO,,exact,1
UQ-1424,Walk through the end-to-end architecture of a production system you shipped.,candidate,candidate,1,1,0,0,SIT-SOPRA-01,Pksingh900,Sopra Steria,,Sopra Steria:stated_by_candidate,,,exact,1
UQ-1425,Walk through the main jailbreak techniques conceptually. Why does safety training fail against them?,study bank,study bank,1,0,0,1,OMB-0437,ombharatiya,,,,prompt injection,,exact,1
UQ-1426,Walk through the RAG pipeline you built and which embedding model you used.,candidate,candidate,1,1,0,0,SIT-LAXANA-02,LaxanaRana,,,,embeddings|RAG,,exact,1
UQ-1427,"Walk through the responsible-AI process artifacts and regulations an engineer should know: model/system cards, EU AI Act, NIST AI RMF, audit logging.",study bank,study bank,1,0,0,1,OMB-0457,ombharatiya,,,,,,exact,1
UQ-1428,Walk through tokenizer choices for a multilingual LLM - BPE vs WordPiece vs SentencePiece vs Unigram. Which would you pick and why?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-006,landedjobs,,,,,,exact,1
UQ-1429,"Walk through your understanding of RAG, embeddings, reranking"" *(pair-programming)*",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--045,landedjobs,,,,reranking|embeddings|RAG,,exact,1
UQ-1430,"We have two models, 85% and 82% accuracy. Which do you pick?",study bank,study bank,1,0,0,1,PALLAVI-0264,pallavi-shekhar,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1431,We now pair LPX decode accelerators with NVIDIA GPUs doing prefill and attention. Design the serving path across those two machines.,study bank,study bank,1,0,0,1,OMB-0716,ombharatiya,,Groq,Groq:bank_tag,prefill/decode|attention,,exact,1
UQ-1432,"We sell RL environments. Design one for the task ""book a multi-city trip in a web travel app"", specify the reward, and tell me how you stop the policy hacking it.",study bank,study bank,1,0,0,1,OMB-0877,ombharatiya,,Scale AI,Scale AI:bank_tag,,,exact,1
UQ-1433,"We send you a take-home: build a RAG service over this corpus, we say roughly six hours. What do you do before writing any code?",study bank,study bank,1,0,0,1,OMB-0512,ombharatiya,,,,RAG,,exact,1
UQ-1434,"We set temperature to 0, so outputs should be deterministic. Why do users still get different answers to the same prompt?",study bank,study bank,1,0,0,1,OMB-0382,ombharatiya,,,,temperature,,exact,1
UQ-1435,We're going to walk through your take-home. Start by telling me the biggest weakness in what you submitted.,study bank,study bank,1,0,0,1,OMB-0523,ombharatiya,,,,,,exact,1
UQ-1436,What about groundedness in borderline cases; when would you switch to FT?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-033-F1,landedjobs,,,,faithfulness,,exact,1
UQ-1437,What about NoPE / attention sinks?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-004-F1,landedjobs,,OpenAI,OpenAI:bank_tag,attention,,exact,1
UQ-1438,What about RadixAttention?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-054-F2,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1439,What actually happens during supervised fine-tuning? What role do chat templates and special tokens play?,study bank,study bank,1,0,0,1,OMB-0212,ombharatiya,,,,fine-tuning,,exact,1
UQ-1440,"What are ""emergent abilities,"" and what is the mirage critique? Where does that debate land practically?",study bank,study bank,1,0,0,1,OMB-0095,ombharatiya,,,,,,exact,1
UQ-1441,What are 'tools' in the context of Agentic AI? How does the agent decide which to use?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-032,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1442,"What are Agent Skills, and when do you package knowledge as a skill rather than a tool, an MCP server, or retrieval?",study bank,study bank,1,0,0,1,OMB-0299,ombharatiya,,,,,MCP,exact,1
UQ-1443,What are common failure modes of agents in production?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-029-F1,landedjobs,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1444,"What are embeddings? Compare cosine similarity, dot product, and Euclidean distance - when does the choice matter?",study bank,study bank,1,0,0,1,OMB-0009,ombharatiya,,,,embeddings|cosine similarity,,exact,1
UQ-1445,"What are handoffs in multi-agent systems, and how do they differ from orchestration?",study bank,study bank,1,0,0,1,OMB-0285,ombharatiya,,,,,,exact,1
UQ-1446,What are hard negatives?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-059-F1,landedjobs,,,,,,exact,1
UQ-1447,"What are logprobs, and what are they useful for in production systems?",study bank,study bank,1,0,0,1,OMB-0082,ombharatiya,,,,,,exact,1
UQ-1448,What are MCP internals?,candidate,candidate,1,1,0,0,SIT-AKSHAY-02,ConsciousRide,,,,,MCP,exact,1
UQ-1449,"What are MCP's sampling and elicitation primitives for, and why does hardly anyone use them?",study bank,study bank,1,0,0,1,OMB-0297,ombharatiya,,,,citation,MCP,exact,1
UQ-1450,"What are methods for reducing dimensionality in a dataset, and how do they work?",compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-010,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1451,"What are MQA and GQA, and why do they exist?",study bank,study bank,1,0,0,1,OMB-0079,ombharatiya,,,,GQA|MQA,,exact,1
UQ-1452,"What are OpenTelemetry's GenAI semantic conventions, and why should you care?",study bank,study bank,1,0,0,1,OMB-0334,ombharatiya,,,,,,exact,1
UQ-1453,What are RAGAS limitations?,study bank,study bank,1,0,0,1,LANDED2-LLM-AND-ML-C-024-F2,landedjobs,,OpenAI,OpenAI:bank_tag,,RAGAS,exact,1
UQ-1454,"What are reasoning models, and how does test-time compute change the picture? When would you use one versus a standard model?",study bank,study bank,1,0,0,1,OMB-0099,ombharatiya,,,,,,exact,1
UQ-1455,What are RLAIF and Constitutional AI? How does AI feedback replace human feedback?,study bank,study bank,1,0,0,1,OMB-0247,ombharatiya,,,,,,exact,1
UQ-1456,What are the assumptions of linear regression?,study bank,study bank,1,0,0,1,PALLAVI-0287,pallavi-shekhar,,Google DeepMind and Google AI,Google DeepMind and Google AI:bank_tag,,,exact,1
UQ-1457,What are the differences between L1 and L2 regularization in logistic regression?,study bank,study bank,1,0,0,1,PALLAVI-0403,pallavi-shekhar,,Amazon (AWS),Amazon (AWS):bank_tag,,,exact,1
UQ-1458,What are the key components of a Transformer model and why does each matter?,study bank,study bank,1,0,0,1,PALLAVI-0234,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1459,"What are the key hyperparameters for fine-tuning, and what are sensible starting values?",study bank,study bank,1,0,0,1,OMB-0218,ombharatiya,,,,fine-tuning,,exact,1
UQ-1460,"What are the key RAG tradeoffs (latency/accuracy, chunk-size/context, cost/quality)?",compiled report,compiled report,1,0,1,0,LANDED-Q-RAG-07,landedjobs,,,,chunking|RAG,,exact,1
UQ-1461,"What are the known biases of LLM judges, and how do you mitigate each?",study bank,study bank,1,0,0,1,OMB-0336,ombharatiya,,,,,,exact,1
UQ-1462,What are the most common agent failure modes? How do you mitigate them?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-035,landedjobs,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1463,What are the most common prompt anti-patterns you'd flag in a code review?,study bank,study bank,1,0,0,1,OMB-0115,ombharatiya,,,,,,exact,1
UQ-1464,What are the most common word embedding methods?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-059,landedjobs,,,,embeddings,,exact,1
UQ-1465,"What are the root causes of hallucination, and what actually mitigates it?",study bank,study bank,1,0,0,1,OMB-0098,ombharatiya,,,,hallucination,,exact,1
UQ-1466,"What are the security risks of connecting a third-party MCP server, and how do you mitigate them?",study bank,study bank,1,0,0,1,OMB-0287,ombharatiya,,,,,MCP,exact,1
UQ-1467,"What are the security weaknesses specific to vector stores and embeddings, and how do you mitigate them?",study bank,study bank,1,0,0,1,OMB-0447,ombharatiya,,,,embeddings,,exact,1
UQ-1468,What are the top failure modes of production RAG systems?,study bank,study bank,1,0,0,1,OMB-0200,ombharatiya,,,,RAG,,exact,1
UQ-1469,What are the tradeoffs in choosing vocabulary size?,study bank,study bank,1,0,0,1,OMB-0071,ombharatiya,,,,,,exact,1
UQ-1470,"What are the tradeoffs of embedding dimensionality, and what are Matryoshka embeddings?",study bank,study bank,1,0,0,1,OMB-0172,ombharatiya,,,,embeddings,,exact,1
UQ-1471,"What are vanishing and exploding gradients? What causes them, and what does modern architecture design do about them?",study bank,study bank,1,0,0,1,OMB-0023,ombharatiya,,,,,,exact,1
UQ-1472,What are your thoughts on AI safety and the risks of advanced AI systems?,study bank,study bank,1,0,0,1,PALLAVI-0258,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1473,What benchmarks should one use to evaluate LLMs and why?,compiled report,compiled report,1,0,1,0,LANDED2-LLM-AND-ML-C-042,landedjobs,,OpenAI,OpenAI:bank_tag,,,exact,1
UQ-1474,"What caching strategies apply to RAG systems, and what are the invalidation traps?",study bank,study bank,1,0,0,1,OMB-0202,ombharatiya,,,,RAG,,exact,1
UQ-1475,What causes semantic drift in embedding search and how do you detect it?,study bank,study bank,1,0,0,1,PALLAVI-0090,pallavi-shekhar,,Cohere,Cohere:bank_tag,embeddings,,exact,1
UQ-1476,What changes when you move from images to video?,study bank,study bank,1,0,0,1,PALLAVI-0174,pallavi-shekhar,,Meta,Meta:bank_tag,,,exact,1
UQ-1477,What changes when your product must handle prompts and content in multiple languages?,study bank,study bank,1,0,0,1,OMB-0133,ombharatiya,,,,,,exact,1
UQ-1478,"What chunking strategies do you know, and how do you pick one?",study bank,study bank,1,0,0,1,OMB-0159,ombharatiya,,,,chunking,,exact,1
UQ-1479,"What chunking strategy would you use for a large technical documentation corpus, and why?",study bank,study bank,1,0,0,1,PALLAVI-0080,pallavi-shekhar,,Glean,Glean:bank_tag,chunking,,exact,1
UQ-1480,What did you change in your team's process?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--056-F1,landedjobs,,,,,,exact,1
UQ-1481,What did you give up?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-059-F1,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-1482,What did you learn about how you personally handle this?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--057-F1,landedjobs,,,,,,exact,1
UQ-1483,What did you tell the team?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--061-F1,landedjobs,,,,,,exact,1
UQ-1484,"What do MMLU, GSM8K, HumanEval, MT-Bench, and SWE-bench each measure - and why shouldn't you pick a model for your product based on them?",study bank,study bank,1,0,0,1,OMB-0339,ombharatiya,,,,,,exact,1
UQ-1485,"What do RLHF, DPO, and Constitutional AI/RLAIF actually do for safety, and why can't a system prompt replace them?",study bank,study bank,1,0,0,1,OMB-0443,ombharatiya,,,,DPO|RLHF,,exact,1
UQ-1486,"What do temperature and top_p actually do, and how do you choose them per task?",study bank,study bank,1,0,0,1,OMB-0118,ombharatiya,,,,temperature,,exact,1
UQ-1487,"What do the Chinchilla scaling laws say, and how do they differ from earlier scaling intuitions?",study bank,study bank,1,0,0,1,PALLAVI-0022,pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-1488,What do vision-language models reliably get wrong?,study bank,study bank,1,0,0,1,OMB-0473,ombharatiya,,,,,,exact,1
UQ-1489,What do you do when your VP is asking for an upsell that the user research indicates will hurt adoption?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--013-F1,landedjobs,,,,,,exact,1
UQ-1490,"What do you monitor in production LLM serving, and what pages someone at 3 a.m.?",study bank,study bank,1,0,0,1,OMB-0409,ombharatiya,,,,,,exact,1
UQ-1491,What do you say if the CTO asks for a discount?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--008-F1,landedjobs,,,,,,exact,1
UQ-1492,What do you tell your own PM?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--008-F2,landedjobs,,,,,,exact,1
UQ-1493,"What does ""grounding"" mean for a VLM, and how does a model actually output a bounding box?",study bank,study bank,1,0,0,1,OMB-0476,ombharatiya,,,,,,exact,1
UQ-1494,"What does ""treat all model output as untrusted"" mean, and why?",study bank,study bank,1,0,0,1,OMB-0429,ombharatiya,,,,,,exact,1
UQ-1495,What does BM25 actually compute? Walk me through the formula's moving parts.,study bank,study bank,1,0,0,1,OMB-0167,ombharatiya,,,,BM25,,exact,1
UQ-1496,"What does FlashAttention actually do, and how is it different from PagedAttention?",study bank,study bank,1,0,0,1,OMB-0383,ombharatiya,,,,FlashAttention,,exact,1
UQ-1497,What does FlashAttention actually optimize? It doesn't reduce FLOPs - so why is it faster?,study bank,study bank,1,0,0,1,OMB-0894,ombharatiya,,Together AI,Together AI:bank_tag,FlashAttention,,exact,1
UQ-1498,What does good observability look like for an agent system?,study bank,study bank,1,0,0,1,OMB-0307,ombharatiya,,,,,,exact,1
UQ-1499,What does it mean for a classifier to be calibrated? How do you measure and fix miscalibration?,study bank,study bank,1,0,0,1,OMB-0017,ombharatiya,,,,,,exact,1
UQ-1500,"What does it take, memory-wise, to fine-tune a 7B model? Compare full fine-tuning, LoRA, and QLoRA.",study bank,study bank,1,0,0,1,OMB-0775,ombharatiya,,Mistral,Mistral:bank_tag,LoRA|fine-tuning,,exact,1
UQ-1501,What does Muon / SOAP do at the optimizer level?,study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--023-F2,landedjobs,,,,,,exact,1
UQ-1502,"What does success look like at 30 days, 90 days?",study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--002-F2,landedjobs,,,,,,exact,1
UQ-1503,"What does the feed-forward network in a transformer block actually do, and why is SwiGLU the default now?",study bank,study bank,1,0,0,1,OMB-0064,ombharatiya,,,,,,exact,1
UQ-1504,What does the temperature parameter actually do? Give the formula.,study bank,study bank,1,0,0,1,OMB-0061,ombharatiya,,,,temperature,,exact,1
UQ-1505,What evaluation metrics do you use for RAG?,candidate,candidate,1,1,0,0,SIT-KRIS1-04,kris_aieng,,,,RAG,,exact,1
UQ-1506,"What goes wrong when training MoE models, and what's the inference memory caveat?",study bank,study bank,1,0,0,1,OMB-0097,ombharatiya,,,,MoE,,exact,1
UQ-1507,"What goes wrong when you validate a model on time-ordered data, and how do you do it properly?",study bank,study bank,1,0,0,1,OMB-0034,ombharatiya,,,,,,exact,1
UQ-1508,What guardrails does a production agent loop need?,study bank,study bank,1,0,0,1,OMB-0290,ombharatiya,,,,,,exact,1
